pool,block_number,block_hash,block_time,log_index,tx_hash,sender,recipient,amount0,amount1,sqrt_price_x96,liquidity,price,tick
mypool,34622082,0xdb885b8e7aa5063a295e777c9e0f25e9cc7d9d24b7be0c7c37d8c7b2b8cd3914,1667365090,6,0xdb885b8e7aa5063a295e777c9e0f25e9cc7d9d24b7be0c7c37d8c7b2b8cd3914,sender,recipient,-0.03241165694986766,1.2317271415899838,485964385455201411078069671313,0,37622679046208.516,36277
mypool,34622449,0xcae990508c03c90c4e0d1a238feb52ccbde515803cdb741f154dc12ed6387b9d,1667365265,8,0xcae990508c03c90c4e0d1a238feb52ccbde515803cdb741f154dc12ed6387b9d,sender,recipient,-0.002246050131222854,0.085356,485964482020215396434155342101,0,37622693998065.06,36277
mypool,34622463,0xdfeee2dca380c00612eb1e90635b48d5eddcf93dd5bce511d4fa0f6026418a3a,1667365270,4,0xdfeee2dca380c00612eb1e90635b48d5eddcf93dd5bce511d4fa0f6026418a3a,sender,recipient,-2.6307780687410385,100.0,486077614095272048673799641790,0,37640213092706.47,36282
mypool,34622641,0x2b06573629203efe374d97471ea38da262b59b0df207eb7c988e9d12e0dccf57,1667365341,3,0x2b06573629203efe374d97471ea38da262b59b0df207eb7c988e9d12e0dccf57,sender,recipient,-0.00263016515646256,0.1,486077727227347105326039286089,0,37640230613842.125,36282
mypool,34622767,0xeb2ab5dfa2df09e60897ac5cadd0296aa15716ebb9699e772cad88507467552a,1667365394,41,0xeb2ab5dfa2df09e60897ac5cadd0296aa15716ebb9699e772cad88507467552a,sender,recipient,-0.78164790020183,29.720648886287613,486111350814152464304908048575,0,37645438189764.06,36283
mypool,34622785,0xdf5f0b6ba97fa30a3454cc17aa7a9e337aa4818f3d554f48565727e1deb8125d,1667365399,21,0xdf5f0b6ba97fa30a3454cc17aa7a9e337aa4818f3d554f48565727e1deb8125d,sender,recipient,-0.002629800095852783,0.1,486111463946227520957147692874,0,37645455712115.79,36283
mypool,34622801,0xeb9869de9e7d276b73be3f8b1d67e33ce6dba8d23a2b54cc3dab1c5a30070a0c,1667365403,7,0xeb9869de9e7d276b73be3f8b1d67e33ce6dba8d23a2b54cc3dab1c5a30070a0c,sender,recipient,-0.5259354167144471,20.0,486134090361238851405076552811,0,37648960264428.63,36284
mypool,34623814,0x29f3c0837f1bf059e1c2c0e8f081233f89c8b45fabf09d1a16c00f74e731a3be,1667365825,18,0x29f3c0837f1bf059e1c2c0e8f081233f89c8b45fabf09d1a16c00f74e731a3be,sender,recipient,-0.19773143846615793,7.519710448856758,486142597565707894953182047175,0,37650277967555.55,36285
mypool,34624336,0xb5c267147b1d9f13e70bb9edbeda7a6dc981bd1af656c2f4dcc92f65d4c81c9f,1667366056,10,0xb5c267147b1d9f13e70bb9edbeda7a6dc981bd1af656c2f4dcc92f65d4c81c9f,sender,recipient,-1.8140379497977386,69.0,486220658697496984998536613960,0,37662370136759.39,36288
mypool,34624499,0x424e0166502257ed2671752e4afc1fbcd4e017f24909863d71183392173a8594,1667366122,2,0x424e0166502257ed2671752e4afc1fbcd4e017f24909863d71183392173a8594,sender,recipient,-3.139848141027887,119.48181637953473,486355830955682531650191165100,0,37683313776978.484,36293
mypool,34624504,0x1cd2c112fc03f4c12fbe3b52c5ef77b78343daf04dc14ffa25d6e1884bf593fd,1667366123,2,0x1cd2c112fc03f4c12fbe3b52c5ef77b78343daf04dc14ffa25d6e1884bf593fd,sender,recipient,-3.138103317954989,119.48181637953473,486491003213868078301845716240,0,37704263238845.9,36299
mypool,34624680,0xa0e28385de1766ab4693084c59de49684aad09d1281cc7162a2eae550d9bb02e,1667366214,4,0xa0e28385de1766ab4693084c59de49684aad09d1281cc7162a2eae550d9bb02e,sender,recipient,-0.02509292281142585,0.9556689593240788,486492084381992433946093417623,0,37704430825471.73,36299
mypool,34625050,0x191593f5aa53a4462995b389f6b548e696516f119de17a9eb0d5806b75d15ecd,1667366352,3,0x191593f5aa53a4462995b389f6b548e696516f119de17a9eb0d5806b75d15ecd,sender,recipient,-0.03342286708097379,1.2729231415980369,486493524466356400132731474874,0,37704654046541.055,36299
mypool,34627234,0xc6cf10d492c1feb78fe4b3c63c34c4cd50151bdfe5ee0d560d96fd372f6672ce,1667367266,16,0xc6cf10d492c1feb78fe4b3c63c34c4cd50151bdfe5ee0d560d96fd372f6672ce,sender,recipient,-0.16245177976061473,6.187147761688842,486500524115006019932368372724,0,37705739040343.19,36299
mypool,34628512,0xa591e88ecd0307a579c523fbad62b31637009638b94387a9160b9a6b83d2d9d7,1667367786,5,0xa591e88ecd0307a579c523fbad62b31637009638b94387a9160b9a6b83d2d9d7,sender,recipient,-0.037808441434028624,1.44,486502153216886835724619250639,0,37705991564606.54,36300
mypool,34628845,0x9a8fb19cf794449b92c1c34f98032e30430bf3a557c8e1ad26c7cb246222d5f0,1667367928,3,0x9a8fb19cf794449b92c1c34f98032e30430bf3a557c8e1ad26c7cb246222d5f0,sender,recipient,2.678887281728e-05,-0.001,486502152074138602829142082514,0,37705991387470.81,36300
mypool,34629457,0x75ac17a1d9c078a80cec1e0067162365d415ecd03d54c8465687f3753b44829a,1667368177,3,0x75ac17a1d9c078a80cec1e0067162365d415ecd03d54c8465687f3753b44829a,sender,recipient,-0.2625516376764329,10.0,486513465281644268053106512482,0,37707745051510.27,36300
mypool,34630928,0xc86c60fac5387a75f463b170d65a37e7f04bfa20199923cd7c948b8951469e6a,1667368777,3,0xc86c60fac5387a75f463b170d65a37e7f04bfa20199923cd7c948b8951469e6a,sender,recipient,-0.0525088622747883,2.0,486515727923145401097899398475,0,37708095789211.71,36300
mypool,34632542,0xa02e76030131bd7f7a2315c84862943901d48b71bad1b1c2acb83fba32eb5438,1667369410,3,0xa02e76030131bd7f7a2315c84862943901d48b71bad1b1c2acb83fba32eb5438,sender,recipient,-0.010501713846227723,0.4,486516180451445627706857975673,0,37708165936947.74,36300
mypool,34633006,0x3103d0efe2411910b28736a3d9c3558aca814e2321b38de99433a1e343accfb7,1667369594,3,0x3103d0efe2411910b28736a3d9c3558aca814e2321b38de99433a1e343accfb7,sender,recipient,-0.005250849597066911,0.2,486516406715595741011337264272,0,37708201010840.23,36300
mypool,34633122,0xa0ea6b8c74f6766f8fc875d227719fc0e13334a1edf3636ce8218f6626090788,1667369641,3,0xa0ea6b8c74f6766f8fc875d227719fc0e13334a1edf3636ce8218f6626090788,sender,recipient,-0.09429038775469867,3.591465240874278,486520469814747680475927481952,0,37708830846945.25,36300
mypool,34633185,0xabc9d8570808ec2e78273b07ba312f47d2af757ebd3902547f1d03fb3d83674b,1667369669,3,0xabc9d8570808ec2e78273b07ba312f47d2af757ebd3902547f1d03fb3d83674b,sender,recipient,-0.005250757010224461,0.2,486520696078897793780406770551,0,37708865921146.96,36300
mypool,34633322,0xb4a5b0fb05aae87a957a7c0dc4f9e6607269500d77acf069bd25fdc25e7f8cc2,1667369704,3,0xb4a5b0fb05aae87a957a7c0dc4f9e6607269500d77acf069bd25fdc25e7f8cc2,sender,recipient,-0.005250752126331424,0.2,486520922343047907084886059150,0,37708900995364.98,36300
mypool,34633419,0x2660ad47810d70442090f7aa0988697e0fc93f1d57863418a9fa123795d98884,1667369749,3,0x2660ad47810d70442090f7aa0988697e0fc93f1d57863418a9fa123795d98884,sender,recipient,-0.005250747242445202,0.2,486521148607198020389365347749,0,37708936069599.31,36300
mypool,34633699,0x8f6ba9729e2f74c52a32cefb42ab5cda8a8cf4dcf592dd78b3b2b66368664f94,1667369864,3,0x8f6ba9729e2f74c52a32cefb42ab5cda8a8cf4dcf592dd78b3b2b66368664f94,sender,recipient,-0.005250742358565793,0.2,486521374871348133693844636348,0,37708971143849.96,36300
